id,wgn_id,month,tmp_max_ave,tmp_min_ave,tmp_max_sd,tmp_min_sd,pcp_ave,pcp_sd,pcp_skew,wet_dry,wet_wet,pcp_days,pcp_hhr,slr_ave,dew_ave,wnd_ave
1,1,1,-0.427543424317618,-6.35285359801489,4.83636316118227,6.04456999412171,2.14665012406948,4.3198727920474,3.41897974679899,0.402366863905325,0.709401709401709,18,12.4613052446861,1.27841191066998,0.836997518610422,1.58709677419355
2,1,2,1.03705722070845,-5.50953678474114,4.58140576112649,5.96665978750406,1.2291553133515,2.89789731484684,3.6721950590688,0.311320754716981,0.574193548387097,11.9230769230769,8.28220897360236,3.39100817438692,0.812234332425068,1.83188010899183
3,1,3,6.00496277915633,-3.02853598014888,4.47965830099083,4.85954511215662,1.13995037220844,3.19875862076976,4.19559760276204,0.27906976744186,0.496551724137931,11.1538461538462,9.64991320777522,8.40794044665012,0.727156327543424,1.84342431761787
4,1,4,11.2833333333333,0.294615384615385,4.27485072926504,3.64981905820046,2.05717948717949,4.53634703990074,3.32599413965203,0.37,0.605263157894737,14.6153846153846,12.8792148717945,14.3520512820513,0.650835897435897,1.99128205128205
5,1,5,16.1332506203474,5.5409429280397,4.76473740008403,4.15434629496937,2.60942928039702,6.11380953959184,3.94569515253068,0.462765957446808,0.590697674418605,16.5384615384615,20.3256045911801,17.8439205955335,0.685191066997519,2.02605459057072
6,1,6,20.1371794871795,10.0920512820513,3.46915564185934,2.86336013400402,2.56461538461538,6.2921732286305,5.93082603894298,0.419540229885057,0.657407407407407,16.6153846153846,29.0257231918908,20.4205128205128,0.7047,1.9325641025641
7,1,7,22.2344913151365,12.0084367245658,3.48304013526683,2.99443568348505,2.7439205955335,5.90799959525725,3.55431681513225,0.4875,0.674897119341564,18.6923076923077,19.071875709855,19.2233250620347,0.720995037220844,1.80248138957816
8,1,8,20.5359801488834,10.8595533498759,2.60997335523331,3.21595475312336,3.44168734491315,7.26860619044359,2.96782744842235,0.381443298969072,0.641148325358852,16.0769230769231,16.3744590257918,14.5923076923077,0.774421836228288,1.7287841191067
9,1,9,16.4582051282051,7.66615384615385,3.06482185729289,3.8194311851129,3.85589743589744,7.40013920453683,2.86302491419544,0.404761904761905,0.693693693693694,17.0769230769231,22.0352348838962,9.16,0.798423076923077,1.76948717948718
10,1,10,10.4116625310174,3.31315136476427,3.33856375191974,4.60381096132096,3.187841191067,5.80510378073168,2.48326574143661,0.46875,0.687242798353909,18.6923076923077,14.3608944588151,4.08411910669975,0.825923076923077,1.83498759305211
11,1,11,4.94897435897436,-0.269487179487179,4.52559547126351,4.80020535588886,2.41076923076923,4.79073515920384,3.35056504518594,0.430379746835443,0.706896551724138,17.8461538461538,12.4992970289687,1.41051282051282,0.869451282051282,1.8074358974359
12,1,12,0.869727047146402,-5.03548387096774,5.15635884054587,6.13323922042327,2.2014888337469,4.01409181524827,2.50459013925214,0.38150289017341,0.71304347826087,17.6923076923077,9.11802822781911,0.80818858560794,0.867518610421836,1.58163771712159
